negatives
"frozenset({'P83876', 'AndrogenReceptor', 'O75643'})"
"frozenset({'O43318', 'AndrogenReceptor', 'Q12933'})"
"frozenset({'AndrogenReceptor', 'Q9P0J7', 'P62195'})"
"frozenset({'P25098', 'AndrogenReceptor', 'Q8NGV5'})"
"frozenset({'P24752', 'P04222', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9Y2S7', 'Q13228'})"
"frozenset({'P16671', 'AndrogenReceptor', 'P23229'})"
"frozenset({'P0DP25', 'AndrogenReceptor', 'Q14318'})"
"frozenset({'P55072', 'AndrogenReceptor', 'P19838'})"
"frozenset({'P45983', 'AndrogenReceptor', 'Q9UM11'})"
"frozenset({'P50750', 'AndrogenReceptor', 'P51826'})"
"frozenset({'Q96PU8', 'AndrogenReceptor', 'Q15648'})"
"frozenset({'Q03164', 'Q96Q27', 'AndrogenReceptor'})"
"frozenset({'Q9Y2R9', 'AndrogenReceptor', 'P18621'})"
"frozenset({'P25963', 'P0DP24', 'AndrogenReceptor'})"
"frozenset({'Q9UQL6', 'P46777', 'AndrogenReceptor'})"
"frozenset({'P62266', 'B5ME19', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P61254', 'P27635'})"
"frozenset({'Q92633', 'AndrogenReceptor', 'Q8NBN3'})"
"frozenset({'Q9BQA1', 'Q15427', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9Y371', 'Q86VP1'})"
"frozenset({'AndrogenReceptor', 'P06748', 'Q9UL18'})"
"frozenset({'P21246', 'Q9NPJ1', 'AndrogenReceptor'})"
"frozenset({'O43318', 'AndrogenReceptor', 'O15111'})"
"frozenset({'P06733', 'AndrogenReceptor', 'Q16665'})"
"frozenset({'Q12968', 'AndrogenReceptor', 'P34897'})"
"frozenset({'P37108', 'AndrogenReceptor', 'P50914'})"
"frozenset({'P15880', 'AndrogenReceptor', 'P16104'})"
"frozenset({'P42830', 'P49682', 'AndrogenReceptor'})"
"frozenset({'Q8N339', 'AndrogenReceptor', 'P26371'})"
"frozenset({'P12757', 'AndrogenReceptor', 'Q13547'})"
"frozenset({'AndrogenReceptor', 'Q14839', 'O95983'})"
"frozenset({'O60299', 'AndrogenReceptor', 'Q9Y2I6'})"
"frozenset({'O60939', 'Q13395', 'AndrogenReceptor'})"
"frozenset({'P35226', 'Q86U42', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P07948', 'A6PVS8'})"
"frozenset({'Q9P0K7', 'Q9NPJ6', 'AndrogenReceptor'})"
"frozenset({'Q7Z3D6', 'AndrogenReceptor', 'Q9P286'})"
"frozenset({'P42858', 'Q9H444', 'AndrogenReceptor'})"
"frozenset({'P29401', 'Q16666', 'AndrogenReceptor'})"
"frozenset({'P29350', 'AndrogenReceptor', 'P15498'})"
"frozenset({'P10588', 'Q9H165', 'AndrogenReceptor'})"
"frozenset({'P09651', 'AndrogenReceptor', 'Q14999'})"
"frozenset({'Q9H7E2', 'AndrogenReceptor', 'Q14681'})"
"frozenset({'AndrogenReceptor', 'P59998', 'Q9UBQ5'})"
"frozenset({'P09471', 'O43566', 'AndrogenReceptor'})"
"frozenset({'Q13200', 'Q13618', 'AndrogenReceptor'})"
"frozenset({'Q9H257', 'P50222', 'AndrogenReceptor'})"
"frozenset({'Q9GZQ8', 'AndrogenReceptor', 'Q01546'})"
"frozenset({'P03372', 'Q9UN86', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9NZC7', 'O43390'})"
"frozenset({'AndrogenReceptor', 'P21145', 'Q9BXU9'})"
"frozenset({'Q13618', 'Q9HCC0', 'AndrogenReceptor'})"
"frozenset({'O14745', 'AndrogenReceptor', 'Q9Y570'})"
"frozenset({'Q9UI12', 'AndrogenReceptor', 'Q9Y5K8'})"
"frozenset({'Q8NI27', 'AndrogenReceptor', 'O00148'})"
"frozenset({'O75369', 'Q9UPT8', 'AndrogenReceptor'})"
"frozenset({'Q9NRD1', 'P52732', 'AndrogenReceptor'})"
"frozenset({'Q6A162', 'AndrogenReceptor', 'Q9UIA0'})"
"frozenset({'P62258', 'AndrogenReceptor', 'O95544'})"
"frozenset({'Q96G75', 'AndrogenReceptor', 'P48431'})"
"frozenset({'Q96CF2', 'Q9H444', 'AndrogenReceptor'})"
"frozenset({'O14641', 'P19784', 'AndrogenReceptor'})"
"frozenset({'Q9NZZ3', 'AndrogenReceptor', 'O75928'})"
"frozenset({'Q12906', 'Q92597', 'AndrogenReceptor'})"
"frozenset({'Q13618', 'AndrogenReceptor', 'Q9H3H5'})"
"frozenset({'O75396', 'AndrogenReceptor', 'O75147'})"
"frozenset({'Q96EK5', 'AndrogenReceptor', 'P36873'})"
"frozenset({'P61158', 'AndrogenReceptor', 'O75147'})"
"frozenset({'P27348', 'Q9Y383', 'AndrogenReceptor'})"
"frozenset({'P54274', 'AndrogenReceptor', 'Q9UQ80'})"
"frozenset({'P27824', 'AndrogenReceptor', 'Q15084'})"
"frozenset({'P43403', 'AndrogenReceptor', 'O75604'})"
"frozenset({'P62826', 'P07550', 'AndrogenReceptor'})"
"frozenset({'P31946', 'Q9HCG8', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q7L7L0', 'O75031'})"
"frozenset({'Q15619', 'P22694', 'AndrogenReceptor'})"
"frozenset({'Q5T2R2', 'AndrogenReceptor', 'Q9H845'})"
"frozenset({'Q9NZN4', 'P49368', 'AndrogenReceptor'})"
"frozenset({'P78371', 'P14625', 'AndrogenReceptor'})"
"frozenset({'Q9BZZ5', 'Q15910', 'AndrogenReceptor'})"
"frozenset({'Q9UJV9', 'AndrogenReceptor', 'P26368'})"
"frozenset({'AndrogenReceptor', 'O95872', 'Q9H0R3'})"
"frozenset({'P42262', 'AndrogenReceptor', 'Q13557'})"
"frozenset({'Q07021', 'Q96QD9', 'AndrogenReceptor'})"
"frozenset({'Q9UKX7', 'AndrogenReceptor', 'Q9UHV9'})"
"frozenset({'AndrogenReceptor', 'Q9H0A0', 'Q00987'})"
"frozenset({'AndrogenReceptor', 'Q99496', 'O15164'})"
"frozenset({'P11586', 'AndrogenReceptor', 'P08473'})"
"frozenset({'Q13418', 'P32121', 'AndrogenReceptor'})"
"frozenset({'Q9GZN1', 'AndrogenReceptor', 'Q9Y2G2'})"
"frozenset({'AndrogenReceptor', 'P24522', 'O75689'})"
"frozenset({'Q9UJX2', 'O43463', 'AndrogenReceptor'})"
"frozenset({'Q13177', 'Q92614', 'AndrogenReceptor'})"
"frozenset({'Q92828', 'P35579', 'AndrogenReceptor'})"
"frozenset({'P22694', 'AndrogenReceptor', 'Q8NGT5'})"
"frozenset({'Q9P021', 'AndrogenReceptor', 'Q9ULK4'})"
"frozenset({'Q9BRK4', 'Q5T7W7', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P78406', 'Q9NRG9'})"
"frozenset({'P06401', 'Q96LA8', 'AndrogenReceptor'})"
"frozenset({'Q13148', 'AndrogenReceptor', 'Q7L2E3'})"
"frozenset({'Q96NY8', 'Q9NR50', 'AndrogenReceptor'})"
"frozenset({'P46778', 'AndrogenReceptor', 'Q9NQ39'})"
"frozenset({'AndrogenReceptor', 'Q8NHP6', 'O95644'})"
"frozenset({'Q96KK5', 'Q99879', 'AndrogenReceptor'})"
"frozenset({'Q53EZ4', 'AndrogenReceptor', 'Q53EV4'})"
"frozenset({'AndrogenReceptor', 'Q14653', 'Q07325'})"
"frozenset({'Q9NZR4', 'P67870', 'AndrogenReceptor'})"
"frozenset({'Q8IVD9', 'AndrogenReceptor', 'Q2TAL8'})"
"frozenset({'Q5S007', 'O14625', 'AndrogenReceptor'})"
"frozenset({'Q9HBI1', 'AndrogenReceptor', 'P26006'})"
"frozenset({'O14807', 'Q12967', 'AndrogenReceptor'})"
"frozenset({'Q96BA8', 'AndrogenReceptor', 'Q8TAF8'})"
"frozenset({'Q8N7W2', 'AndrogenReceptor', 'O75864'})"
"frozenset({'P45983', 'AndrogenReceptor', 'O95644'})"
"frozenset({'P01106', 'AndrogenReceptor', 'Q8IVF2'})"
"frozenset({'AndrogenReceptor', 'Q12923', 'Q9Y4G8'})"
"frozenset({'P56524', 'Q8ND90', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q8N726', 'P62913'})"
"frozenset({'P63096', 'AndrogenReceptor', 'Q15759'})"
"frozenset({'Q12830', 'AndrogenReceptor', 'Q8IXM2'})"
"frozenset({'AndrogenReceptor', 'P63162', 'O14893'})"
"frozenset({'Q9UEU5', 'Q8NEA9', 'AndrogenReceptor'})"
"frozenset({'Q13507', 'AndrogenReceptor', 'P19174'})"
"frozenset({'Q9UPQ9', 'P41250', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'O15371', 'P02751'})"
"frozenset({'O15460', 'Q13643', 'AndrogenReceptor'})"
"frozenset({'P46934', 'Q9UHD2', 'AndrogenReceptor'})"
"frozenset({'Q9H2F3', 'A8MQ03', 'AndrogenReceptor'})"
"frozenset({'Q96QZ7', 'Q8TEU7', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P19320', 'P07437'})"
"frozenset({'Q96NC0', 'Q9Y2D8', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P68431', 'Q92794'})"
"frozenset({'Q6W2J9', 'AndrogenReceptor', 'O15371'})"
"frozenset({'P37840', 'P52434', 'AndrogenReceptor'})"
"frozenset({'Q7Z7G1', 'AndrogenReceptor', 'Q9NZC7'})"
"frozenset({'Q13268', 'AndrogenReceptor', 'Q92624'})"
"frozenset({'Q04323', 'AndrogenReceptor', 'Q13829'})"
"frozenset({'AndrogenReceptor', 'Q93062', 'Q6P5X5'})"
"frozenset({'AndrogenReceptor', 'P17948', 'P05230'})"
"frozenset({'AndrogenReceptor', 'P16070', 'P05556'})"
"frozenset({'AndrogenReceptor', 'P61254', 'P63173'})"
"frozenset({'O95671', 'AndrogenReceptor', 'P05067'})"
"frozenset({'AndrogenReceptor', 'Q8IVW4', 'Q8WWB5'})"
"frozenset({'P08246', 'Q01196', 'AndrogenReceptor'})"
"frozenset({'P60510', 'AndrogenReceptor', 'Q9Y570'})"
"frozenset({'Q96Q27', 'P23588', 'AndrogenReceptor'})"
"frozenset({'P13612', 'Q5VTE0', 'AndrogenReceptor'})"
"frozenset({'Q5HYA8', 'Q9UN42', 'AndrogenReceptor'})"
"frozenset({'P32189', 'O14841', 'AndrogenReceptor'})"
"frozenset({'P17029', 'AndrogenReceptor', 'P17040'})"
"frozenset({'Q96SI9', 'P09651', 'AndrogenReceptor'})"
"frozenset({'Q9H7B2', 'Q96HE9', 'AndrogenReceptor'})"
"frozenset({'P43220', 'AndrogenReceptor', 'Q6N075'})"
"frozenset({'AndrogenReceptor', 'P04637', 'Q9UBL6'})"
"frozenset({'O14508', 'AndrogenReceptor', 'P06239'})"
"frozenset({'P15498', 'AndrogenReceptor', 'P15153'})"
"frozenset({'AndrogenReceptor', 'Q9UHV7', 'O43513'})"
"frozenset({'P62979', 'AndrogenReceptor', 'Q9Y3C5'})"
"frozenset({'P30566', 'AndrogenReceptor', 'Q9H223'})"
"frozenset({'P11142', 'P49257', 'AndrogenReceptor'})"
"frozenset({'P38159', 'AndrogenReceptor', 'Q8IVS2'})"
"frozenset({'P62081', 'AndrogenReceptor', 'P24522'})"
"frozenset({'Q12802', 'Q9BST9', 'AndrogenReceptor'})"
"frozenset({'P61077', 'O95071', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q8N6T3', 'Q16637'})"
"frozenset({'Q9UJU2', 'AndrogenReceptor', 'Q15561'})"
"frozenset({'P08514', 'AndrogenReceptor', 'P02458'})"
"frozenset({'P43631', 'Q9NV70', 'AndrogenReceptor'})"
"frozenset({'P49810', 'AndrogenReceptor', 'Q9NXK8'})"
"frozenset({'Q9HC52', 'Q8TDD1', 'AndrogenReceptor'})"
"frozenset({'P46777', 'P25398', 'AndrogenReceptor'})"
"frozenset({'Q96E35', 'AndrogenReceptor', 'Q9NP92'})"
"frozenset({'P61927', 'AndrogenReceptor', 'Q92541'})"
"frozenset({'Q9Y2X3', 'Q86VP6', 'AndrogenReceptor'})"
"frozenset({'P35568', 'AndrogenReceptor', 'P05019'})"
"frozenset({'P38398', 'AndrogenReceptor', 'P27694'})"
"frozenset({'Q9NR28', 'AndrogenReceptor', 'Q9GZP9'})"
"frozenset({'Q9H0Y0', 'AndrogenReceptor', 'Q9BTE3'})"
"frozenset({'Q5THK1', 'AndrogenReceptor', 'Q9Y6A5'})"
"frozenset({'Q7Z7K6', 'P01106', 'AndrogenReceptor'})"
"frozenset({'Q92831', 'O75486', 'AndrogenReceptor'})"
"frozenset({'P17252', 'P59768', 'AndrogenReceptor'})"
"frozenset({'O00499', 'AndrogenReceptor', 'Q13496'})"
"frozenset({'P11388', 'AndrogenReceptor', 'P62987'})"
"frozenset({'Q92597', 'AndrogenReceptor', 'P46781'})"
"frozenset({'AndrogenReceptor', 'O75665', 'Q2TAC2'})"
"frozenset({'Q9H492', 'AndrogenReceptor', 'Q9NX00'})"
"frozenset({'AndrogenReceptor', 'Q9H2P0', 'O00422'})"
"frozenset({'P53621', 'AndrogenReceptor', 'Q96FW1'})"
"frozenset({'P06733', 'AndrogenReceptor', 'P54577'})"
"frozenset({'P38432', 'Q562R1', 'AndrogenReceptor'})"
"frozenset({'Q8IZS8', 'P12980', 'AndrogenReceptor'})"
"frozenset({'Q96KM6', 'Q9H2K2', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q15717', 'Q8WUH6'})"
"frozenset({'Q9UKB1', 'AndrogenReceptor', 'Q9NXN4'})"
"frozenset({'P26373', 'AndrogenReceptor', 'P63173'})"
"frozenset({'Q92806', 'AndrogenReceptor', 'P21917'})"
"frozenset({'Q5JTH9', 'Q96DB2', 'AndrogenReceptor'})"
"frozenset({'P28482', 'AndrogenReceptor', 'P06239'})"
"frozenset({'Q7KZF4', 'AndrogenReceptor', 'P01889'})"
"frozenset({'Q04206', 'AndrogenReceptor', 'Q15370'})"
"frozenset({'AndrogenReceptor', 'P01889', 'Q8WUM4'})"
"frozenset({'Q15637', 'Q9Y3B4', 'AndrogenReceptor'})"
"frozenset({'O43929', 'AndrogenReceptor', 'Q14566'})"
"frozenset({'P0C2W1', 'P35249', 'AndrogenReceptor'})"
"frozenset({'P30048', 'P19438', 'AndrogenReceptor'})"
"frozenset({'P54920', 'AndrogenReceptor', 'O00161'})"
"frozenset({'Q9BWW4', 'AndrogenReceptor', 'P05067'})"
"frozenset({'AndrogenReceptor', 'Q96FW1', 'P61011'})"
"frozenset({'Q13625', 'AndrogenReceptor', 'O75665'})"
"frozenset({'Q13616', 'AndrogenReceptor', 'Q96EF6'})"
"frozenset({'P19784', 'AndrogenReceptor', 'P04637'})"
"frozenset({'Q8N668', 'P10451', 'AndrogenReceptor'})"
"frozenset({'P14635', 'Q13501', 'AndrogenReceptor'})"
"frozenset({'O43301', 'AndrogenReceptor', 'Q9NW97'})"
"frozenset({'Q8N0X7', 'AndrogenReceptor', 'Q13233'})"
"frozenset({'P36941', 'AndrogenReceptor', 'O14763'})"
"frozenset({'P55196', 'P62258', 'AndrogenReceptor'})"
"frozenset({'P17252', 'P61952', 'AndrogenReceptor'})"
"frozenset({'Q13315', 'Q9UQ84', 'AndrogenReceptor'})"
"frozenset({'P10145', 'AndrogenReceptor', 'P04899'})"
"frozenset({'P43628', 'P30486', 'AndrogenReceptor'})"
"frozenset({'P07947', 'Q07912', 'AndrogenReceptor'})"
"frozenset({'Q8WW12', 'Q96PU4', 'AndrogenReceptor'})"
"frozenset({'O00159', 'Q5M775', 'AndrogenReceptor'})"
"frozenset({'Q12906', 'O95793', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q13547', 'P35611'})"
"frozenset({'Q9UPZ3', 'P15735', 'AndrogenReceptor'})"
"frozenset({'Q9H5Z6', 'Q15834', 'AndrogenReceptor'})"
"frozenset({'O14745', 'AndrogenReceptor', 'P55060'})"
"frozenset({'P01100', 'Q5T0N5', 'AndrogenReceptor'})"
"frozenset({'P05109', 'AndrogenReceptor', 'Q00005'})"
"frozenset({'AndrogenReceptor', 'Q8WXB1', 'Q8TBB1'})"
"frozenset({'P25098', 'Q9Y3N9', 'AndrogenReceptor'})"
"frozenset({'P30457', 'Q9NYU2', 'AndrogenReceptor'})"
"frozenset({'P31749', 'P55211', 'AndrogenReceptor'})"
"frozenset({'Q99832', 'Q8NBT0', 'AndrogenReceptor'})"
"frozenset({'O00255', 'AndrogenReceptor', 'Q00653'})"
"frozenset({'P07711', 'AndrogenReceptor', 'P29508'})"
"frozenset({'P62750', 'P25398', 'AndrogenReceptor'})"
"frozenset({'Q9BQG0', 'AndrogenReceptor', 'Q99496'})"
"frozenset({'O75391', 'AndrogenReceptor', 'P62807'})"
"frozenset({'P07195', 'AndrogenReceptor', 'Q99623'})"
"frozenset({'O43679', 'P61968', 'AndrogenReceptor'})"
"frozenset({'Q9Y219', 'AndrogenReceptor', 'P98194'})"
"frozenset({'AndrogenReceptor', 'P63215', 'P27986'})"
"frozenset({'Q15029', 'AndrogenReceptor', 'O95166'})"
"frozenset({'Q16659', 'P33981', 'AndrogenReceptor'})"
"frozenset({'Q9BRR3', 'P43631', 'AndrogenReceptor'})"
"frozenset({'Q9H0W8', 'Q8ND04', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9UNH7', 'P05023'})"
"frozenset({'AndrogenReceptor', 'Q6P1N9', 'P26038'})"
"frozenset({'P11226', 'AndrogenReceptor', 'P0C0L4'})"
"frozenset({'O15144', 'AndrogenReceptor', 'O75147'})"
"frozenset({'Q9P0P8', 'AndrogenReceptor', 'Q9BYD1'})"
"frozenset({'P32243', 'AndrogenReceptor', 'P83731'})"
"frozenset({'P52742', 'AndrogenReceptor', 'P24522'})"
"frozenset({'P55265', 'Q12952', 'AndrogenReceptor'})"
"frozenset({'Q07627', 'AndrogenReceptor', 'P60370'})"
"frozenset({'Q5VUA4', 'Q86UZ6', 'AndrogenReceptor'})"
"frozenset({'Q9Y5M8', 'AndrogenReceptor', 'Q9Y6J8'})"
"frozenset({'P49913', 'P20142', 'AndrogenReceptor'})"
"frozenset({'P17275', 'AndrogenReceptor', 'Q03112'})"
"frozenset({'Q13002', 'AndrogenReceptor', 'Q6UWE0'})"
"frozenset({'P51532', 'Q96L91', 'AndrogenReceptor'})"
"frozenset({'Q9BVI0', 'AndrogenReceptor', 'Q92734'})"
"frozenset({'P30050', 'AndrogenReceptor', 'P04637'})"
"frozenset({'O00541', 'P35579', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9UBY8', 'P60201'})"
"frozenset({'P62807', 'Q13619', 'AndrogenReceptor'})"
"frozenset({'Q53HC9', 'AndrogenReceptor', 'Q9NNX1'})"
"frozenset({'Q9H8M1', 'Q9H078', 'AndrogenReceptor'})"
"frozenset({'P50150', 'AndrogenReceptor', 'P22612'})"
"frozenset({'Q9H307', 'AndrogenReceptor', 'O75400'})"
"frozenset({'P07686', 'AndrogenReceptor', 'O94903'})"
"frozenset({'Q9NVM9', 'Q9UH65', 'AndrogenReceptor'})"
"frozenset({'Q92922', 'P49116', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P32121', 'Q8NGD0'})"
"frozenset({'AndrogenReceptor', 'Q9Y371', 'P53999'})"
"frozenset({'AndrogenReceptor', 'P53708', 'P22105'})"
"frozenset({'Q14457', 'AndrogenReceptor', 'Q16891'})"
"frozenset({'Q7Z3S9', 'Q9P2F9', 'AndrogenReceptor'})"
"frozenset({'Q15637', 'P29558', 'AndrogenReceptor'})"
"frozenset({'Q5VTD9', 'AndrogenReceptor', 'Q9ULT6'})"
"frozenset({'Q12796', 'AndrogenReceptor', 'P46109'})"
"frozenset({'Q9NPF5', 'AndrogenReceptor', 'Q15274'})"
"frozenset({'P31946', 'P49685', 'AndrogenReceptor'})"
"frozenset({'Q15118', 'Q07912', 'AndrogenReceptor'})"
"frozenset({'Q13131', 'P08151', 'AndrogenReceptor'})"
"frozenset({'P32302', 'Q14344', 'AndrogenReceptor'})"
"frozenset({'Q13568', 'Q09472', 'AndrogenReceptor'})"
"frozenset({'Q9UNE7', 'AndrogenReceptor', 'P54727'})"
"frozenset({'Q9H8Y8', 'Q9UJV3', 'AndrogenReceptor'})"
"frozenset({'Q92841', 'Q13148', 'AndrogenReceptor'})"
"frozenset({'Q9H492', 'AndrogenReceptor', 'P0DMV9'})"
"frozenset({'P57078', 'AndrogenReceptor', 'Q9UJS0'})"
"frozenset({'Q14680', 'O00716', 'AndrogenReceptor'})"
"frozenset({'P48039', 'P34059', 'AndrogenReceptor'})"
"frozenset({'Q9BYD6', 'Q8N5Y8', 'AndrogenReceptor'})"
"frozenset({'Q9UDY6', 'AndrogenReceptor', 'Q96F44'})"
"frozenset({'Q99832', 'AndrogenReceptor', 'P24941'})"
"frozenset({'P08123', 'P03956', 'AndrogenReceptor'})"
"frozenset({'Q15750', 'AndrogenReceptor', 'Q8IW41'})"
"frozenset({'P04439', 'Q13635', 'AndrogenReceptor'})"
"frozenset({'Q9BTV7', 'AndrogenReceptor', 'P04637'})"
"frozenset({'Q8NHY5', 'AndrogenReceptor', 'P58340'})"
"frozenset({'Q8TD06', 'P31749', 'AndrogenReceptor'})"
"frozenset({'O14936', 'AndrogenReceptor', 'Q9BZL6'})"
"frozenset({'P25788', 'AndrogenReceptor', 'Q9P2I0'})"
"frozenset({'AndrogenReceptor', 'Q9BQ15', 'P68104'})"
"frozenset({'Q16695', 'AndrogenReceptor', 'O60341'})"
"frozenset({'Q9H0E2', 'AndrogenReceptor', 'Q05048'})"
"frozenset({'O14874', 'AndrogenReceptor', 'Q12929'})"
"frozenset({'Q9BQ04', 'Q07020', 'AndrogenReceptor'})"
"frozenset({'Q13315', 'P78332', 'AndrogenReceptor'})"
"frozenset({'Q9UKS6', 'Q9Y253', 'AndrogenReceptor'})"
"frozenset({'Q9NR30', 'P07948', 'AndrogenReceptor'})"
"frozenset({'P51692', 'AndrogenReceptor', 'P17706'})"
"frozenset({'P62316', 'AndrogenReceptor', 'P09913'})"
"frozenset({'P63267', 'AndrogenReceptor', 'P12814'})"
"frozenset({'Q13009', 'AndrogenReceptor', 'Q01484'})"
"frozenset({'Q13153', 'AndrogenReceptor', 'Q9Y6N7'})"
"frozenset({'Q9H175', 'AndrogenReceptor', 'P36873'})"
"frozenset({'P01106', 'AndrogenReceptor', 'Q9NQX3'})"
"frozenset({'AndrogenReceptor', 'P06493', 'P24522'})"
"frozenset({'Q8NGH7', 'AndrogenReceptor', 'O60262'})"
"frozenset({'O95678', 'Q68D86', 'AndrogenReceptor'})"
"frozenset({'P13612', 'O43447', 'AndrogenReceptor'})"
"frozenset({'Q53HC0', 'AndrogenReceptor', 'O00232'})"
"frozenset({'AndrogenReceptor', 'Q96EQ0', 'Q13867'})"
"frozenset({'Q13724', 'P52597', 'AndrogenReceptor'})"
"frozenset({'P17612', 'AndrogenReceptor', 'P54710'})"
"frozenset({'P07306', 'AndrogenReceptor', 'O75569'})"
"frozenset({'O43781', 'AndrogenReceptor', 'P62993'})"
"frozenset({'Q5T3J3', 'AndrogenReceptor', 'O15355'})"
"frozenset({'Q9Y6K9', 'P50213', 'AndrogenReceptor'})"
"frozenset({'P36896', 'Q8WUH2', 'AndrogenReceptor'})"
"frozenset({'O75530', 'Q12888', 'AndrogenReceptor'})"
"frozenset({'P12755', 'AndrogenReceptor', 'O15169'})"
"frozenset({'AndrogenReceptor', 'Q9Y6Y0', 'P33991'})"
"frozenset({'AndrogenReceptor', 'O95166', 'P32119'})"
"frozenset({'O95968', 'Q6PIL6', 'AndrogenReceptor'})"
"frozenset({'Q6NZY4', 'P57052', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q9UKN8', 'Q9UL18'})"
"frozenset({'O60232', 'Q99832', 'AndrogenReceptor'})"
"frozenset({'P28799', 'AndrogenReceptor', 'P06748'})"
"frozenset({'Q96LB3', 'Q9NWB7', 'AndrogenReceptor'})"
"frozenset({'P63172', 'AndrogenReceptor', 'Q69YH5'})"
"frozenset({'Q9UKY1', 'O75150', 'AndrogenReceptor'})"
"frozenset({'Q9UKV0', 'AndrogenReceptor', 'P22415'})"
"frozenset({'P17844', 'P0DP23', 'AndrogenReceptor'})"
"frozenset({'Q8NGP2', 'P25098', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'P24941', 'P07237'})"
"frozenset({'P48039', 'Q9Y6M5', 'AndrogenReceptor'})"
"frozenset({'AndrogenReceptor', 'Q01955', 'P18084'})"
"frozenset({'Q8WXH0', 'AndrogenReceptor', 'P00441'})"
"frozenset({'AndrogenReceptor', 'O15379', 'Q02880'})"
"frozenset({'P54725', 'Q14149', 'AndrogenReceptor'})"
"frozenset({'P80075', 'P51681', 'AndrogenReceptor'})"
"frozenset({'Q5VT06', 'AndrogenReceptor', 'Q16665'})"
"frozenset({'AndrogenReceptor', 'Q56P03', 'P01876'})"
"frozenset({'P62380', 'AndrogenReceptor', 'Q15717'})"
"frozenset({'P21127', 'Q15287', 'AndrogenReceptor'})"
"frozenset({'Q15139', 'Q8WYL5', 'AndrogenReceptor'})"
"frozenset({'Q0VD86', 'AndrogenReceptor', 'Q8N5M1'})"
"frozenset({'Q96BZ8', 'A6NEM1', 'AndrogenReceptor'})"
"frozenset({'P46939', 'AndrogenReceptor', 'Q96EM0'})"
"frozenset({'Q15365', 'AndrogenReceptor', 'P11308'})"
"frozenset({'P41218', 'AndrogenReceptor', 'O00567'})"
"frozenset({'Q9H3D4', 'AndrogenReceptor', 'P19838'})"
"frozenset({'Q8IWZ6', 'AndrogenReceptor', 'O00148'})"
"frozenset({'AndrogenReceptor', 'P31751', 'O95988'})"
"frozenset({'Q9NX55', 'P0DMV8', 'AndrogenReceptor'})"
"frozenset({'Q9Y478', 'P61077', 'AndrogenReceptor'})"
"frozenset({'Q02487', 'Q02413', 'AndrogenReceptor'})"
"frozenset({'O95900', 'AndrogenReceptor', 'P99999'})"
"frozenset({'P43405', 'AndrogenReceptor', 'P24394'})"
"frozenset({'P31749', 'AndrogenReceptor', 'P10276'})"
"frozenset({'Q96L91', 'AndrogenReceptor', 'Q9H9S0'})"
"frozenset({'Q96KM6', 'AndrogenReceptor', 'Q86U86'})"
"frozenset({'P81877', 'AndrogenReceptor', 'A5D8T8'})"
"frozenset({'Q08945', 'AndrogenReceptor', 'P63279'})"
"frozenset({'P31947', 'AndrogenReceptor', 'Q08170'})"
"frozenset({'Q86VX2', 'AndrogenReceptor', 'O60826'})"
"frozenset({'P38398', 'AndrogenReceptor', 'Q96HB5'})"
"frozenset({'AndrogenReceptor', 'Q16531', 'P07951'})"
"frozenset({'Q02224', 'AndrogenReceptor', 'O75665'})"
"frozenset({'AndrogenReceptor', 'P39687', 'P62805'})"
"frozenset({'P35232', 'AndrogenReceptor', 'Q96FW1'})"
"frozenset({'Q6UXU6', 'AndrogenReceptor', 'O95476'})"
"frozenset({'Q14684', 'AndrogenReceptor', 'Q13247'})"
"frozenset({'P53396', 'P08246', 'AndrogenReceptor'})"
"frozenset({'P01700', 'AndrogenReceptor', 'P01871'})"
"frozenset({'Q9H9Q4', 'Q13426', 'AndrogenReceptor'})"
"frozenset({'O60749', 'A4D161', 'AndrogenReceptor'})"
"frozenset({'P62333', 'P28074', 'AndrogenReceptor'})"
"frozenset({'Q5S007', 'Q7L576', 'AndrogenReceptor'})"
"frozenset({'Q14103', 'AndrogenReceptor', 'Q01130'})"
"frozenset({'Q9UL17', 'AndrogenReceptor', 'P42224'})"
"frozenset({'AndrogenReceptor', 'O94903', 'P53367'})"
